New_Word	Synonyms	Frequency	Col2	Col3	Pronunciation	Theme	TargetSize
oqh	algorithm	11	/ɒqh/	AA|Q|HH	oqh	g	4
ámf	shameless,brazen	11	/eɪmf/	EY|M|F	aymf	s	2
ánq	latin	11	/eɪnq/	EY|N|Q	aynq	ñz	4
ánw	mating	11	/eɪnw/	EY|N|W	aynw	h	4
áwp	apical	11	/eɪwp/	EY|W|P	aywp	h	4
ánh	methane	11	/eɪnh/	EY|N|HH	aynh	c	5
ámv	navel,umbilicus	11	/eɪmv̩/	EY|M|V	aymv	h	4
üs	adolescent	11	/aʊs/	AW|S	ows	h	4
áfɛ	hat,headwear	11	/eɪfɛ/	EY|F|EH	ayfeh	sb	4
ukq	uvula	11	/ʌkq/	AH|K|Q	uhkq	u	4
ukw	pouring	11	/ʌkw/	AH|K|W	uhkw	u	4
ïmp	prompting,cueing	11	/jmp/	Y|M|P	ymp	u	4
ány	scandinavian,nordic	11	/eɪnj/	EY|N|Y	ayny	u	3
íyy	foil	11	/aɪjj/	AY|Y|Y	iyyy	u	4
olv	ultraviolet	11	/ɒlv̩/	AA|L|V	olv	v	5
omt	momentum	11	/ɒmt/	AA|M|T	omt	v	4
utq	inductive	11	/ʌtq/	AH|T|Q	uhtq	n	2
ánç	vigilance,vigilant	11	/eɪnç/	EY|N|HY	aynç	s	2
onh	month	10	/ɒnh/	AA|N|HH	onh	ğğ	4
íyt	sixty	10	/aɪjt/	AY|Y|T	iyyt	k	4
ofh	ho	10	/ɒfh/	AA|F|HH	ofh	*	*
awq	saw	10	/æwq/	AE|W|Q	aawq	dt	4
óyf	box,boxes	10	/oʊjf/	OW|Y|F	ohyf	bž	4
áfg	vagina	10	/eɪfg/	EY|F|G	ayfg	h	4
alp	sepal	10	/ælp/	AE|L|P	aalp	u	4
utz	graduated,graduation	10	/ʌtz/	AH|T|Z	uhtz	s	4
omy	transmutation	10	/ɒmj/	AA|M|Y	omy	t	2
ëlb	unilateral,one-sided	10	/ɜːlb/	ER|L|B	erlb	ß	2
ácf	cancer	10	/eɪkf/	EY|K|F	aycf	s	5
ëwh	lightweight	10	/ɜːwh/	ER|W|HH	erwh	n	5
ukm	minimum	10	/ʌkm/	AH|K|M	uhkm	k	2
uyp	input,inputs	10	/ʌjp/	AH|Y|P	uhyp	z	2
owb	embryo	10	/ɒwb/	AA|W|B	owb	h	4
ewd	rowdy	10	/ɛwd/	EH|W|D	ehwd	ß	4
opk	crop	10	/ɒpk/	AA|P|K	opk	hc	2
éyp	prey	10	/iːjp/	IY|Y|P	eeyp	u	4
íyç	whirling	10	/aɪjç/	AY|Y|HY	iyyç	u	4
ukz	hungarian	10	/ʌkz/	AH|K|Z	uhkz	u	3
ofv	grooved	10	/ɒfv̩/	AA|F|V	ofv	u	5
áfl	generational	10	/eɪfl/	EY|F|L	ayfl	u	3
okb	crossbreed	10	/ɒkb/	AA|K|B	okb	u	5
utç	multigenerational	10	/ʌtç/	AH|T|HY	uhtç	u	3
áfq	coal	10	/eɪfq/	EY|F|Q	ayfq	u	4
íyp	strip	10	/aɪjp/	AY|Y|P	iyyp	u	4
éwp	sweep	10	/iːwp/	IY|W|P	eewp	u	4
épd	stepped,phased	10	/iːpd/	IY|P|D	eepd	u	4
osg	boasting	10	/ɒsg/	AA|S|G	osg	u	4
ocy	unconcerned	10	/ɒkj/	AA|K|Y	ocy	u	4
áfn	reiteration	10	/eɪfn/	EY|F|N	ayfn	u	3
árh	harshness	10	/eɪɹh/	EY|R|HH	ayrh	u	3
osw	resinous	10	/ɒsw/	AA|S|W	osw	u	4
opq	soap,cleanser	10	/ɒpq/	AA|P|Q	opq	u	4
áck	baltic	10	/eɪkk/	EY|K|K	ayck	u	3
opg	typography	10	/ɒpg/	AA|P|G	opg	t	3
uky	acuity,sharpness	10	/ʌkj/	AH|K|Y	uhky	f	2
írh	mesentery	10	/aɪɹh/	AY|R|HH	iyrh	h	5
érc	hermetic,airtight	10	/iːɹk/	IY|R|K	eerc	w	3
áfr	extralegal,unlawful,illegal	10	/eɪfɹ/	EY|F|R	ayfr	z	5
ámg	disentanglement,extricating	10	/eɪmg/	EY|M|G	aymg	s	5
ékq	blended	10	/iːkq/	IY|K|Q	eekq	t	4
arq	rendering,depicting,rendered	10	/æɹq/	AE|R|Q	aarq	t	4
vxx	exploitative	10	/v̩ksks/	V|KS|KS	vks	s	4
áfw	peerage	10	/eɪfw/	EY|F|W	ayfw	ß	3
ékc	exceeding,exceeded	10	/iːkk/	IY|K|K	eekc	k	4
áns	strangeness,strange	10	/eɪns/	EY|N|S	ayns	s	2
ácz	decentralized	10	/eɪkz/	EY|K|Z	aycz	s	5
opd	electrodeposition	10	/ɒpd/	AA|P|D	opd	c	3
áft	polarity	10	/eɪft/	EY|F|T	ayft	p	2
ocç	nucleotide	10	/ɒkç/	AA|K|HY	ocç	h	5
ofc	orchard,grove	10	/ɒfk/	AA|F|K	ofc	h	4
opr	corpus	10	/ɒpɹ/	AA|P|R	opr	h	4
opn	deposition	10	/ɒpn/	AA|P|N	opn	s	2
ösz	mesozoic	10	/ɔɪsz/	OY|S|Z	oisz	h	5
óyj	boron	10	/oʊjdʒ/	OW|Y|JH	ohyj	c	5
awr	marrow	10	/æwɹ/	AE|W|R	aawr	h	4
áfy	dating	10	/eɪfj/	EY|F|Y	ayfy	ß	4
awd	toward	10	/æwd/	AE|W|D	aawd	p	2
vj	adjective	10	/v̩dʒ/	V|JH	vj	n	3
here	concrete	10	/hɛɹɛ/	HH|EH|R|EH	hehreh	c	4
ukç	saturated,saturating	10	/ʌkç/	AH|K|HY	uhkç	k	4
ark	marker	10	/æɹk/	AE|R|K	aark	z	4
uqɛ	quarter,quartering	10	/ʌqɛ/	AH|Q|EH	uhqeh	k	4
áfç	penetrating,penetrative	10	/eɪfç/	EY|F|HY	ayfç	b	4
uqf	serum	10	/ʌqf/	AH|Q|F	uhqf	s	4
ámk	estrangement,alienation	10	/eɪmk/	EY|M|K	aymk	sl	3
uqb	rubber,rubberized	10	/ʌqb/	AH|Q|B	uhqb	c	4
efd	fortified,fortifying	10	/ɛfd/	EH|F|D	ehfd	s	4
osz	fortress,castle	10	/ɒsz/	AA|S|Z	osz	s	4
efr	deferred,deferment	10	/ɛfɹ/	EH|F|R	ehfr	s	4
afn	differentiation	10	/æfn/	AE|F|N	aafn	t	3
oml	immortal,undying	10	/ɒml/	AA|M|L	oml	j	2
opw	disposition	10	/ɒpw/	AA|P|W	opw	m	2
ëxt	keratin,keratinous,keratinized	10	/ɜːkst/	ER|KS|T	erkst	h	5
below	allele	10	/bɛlɒw/	B|EH|L|AA|W	behlow	h	4
ûpg	upgrade,upgraded,upgrading	10	/ʊpg/	UH|P|G	uupg	s	3
ípq	ph	10	/aɪpq/	AY|P|Q	iypq	kç	4
omç	almond	10	/ɒmç/	AA|M|HY	omç	h	4
uqj	anus	10	/ʌqdʒ/	AH|Q|JH	uhqj	h	4
osy	castration	10	/ɒsj/	AA|S|Y	osy	h	3
osç	fashion	10	/ɒsç/	AA|S|HY	osç	t	3
óyk	worn	10	/oʊjk/	OW|Y|K	ohyk	u	4
ákb	arab,arabic	10	/eɪkb/	EY|K|B	aykb	u	3
áqb	reliability,reliable	10	/eɪqb/	EY|Q|B	ayqb	u	3
uqd	surrounded	10	/ʌqd/	AH|Q|D	uhqd	u	4
amɛ	brazilian	10	/æmɛ/	AE|M|EH	aameh	u	3
ólw	palatal,palate	10	/oʊlw/	OW|L|W	ohlw	u	3
ópz	tar	10	/oʊpz/	OW|P|Z	ohpz	u	4
öqz	fluoroquinolone	10	/ɔɪqz/	OY|Q|Z	oiqz	u	5
ofs	tonsil	10	/ɒfs/	AA|F|S	ofs	u	4
uqk	sub	10	/ʌqk/	AH|Q|K	uhqk	u	*
upd	sculpted,sculptural	10	/ʌpd/	AH|P|D	uhpd	u	4
imv	cumulative	10	/ɪmv̩/	IH|M|V	ihmv	k	4
ékg	fringe	10	/iːkg/	IY|K|G	eekg	u	4
éck	finned,fin	10	/iːkk/	IY|K|K	eeck	u	5
ékz	fringed	10	/iːkz/	IY|K|Z	eekz	u	5
uql	bubble	10	/ʌql/	AH|Q|L	uhql	v	4
íyv	dividing,divide,divided	10	/aɪjv̩/	AY|Y|V	iyyv	k	4
ámq	verbatim,exactly	10	/eɪmq/	EY|M|Q	aymq	z	4
íwɛ	hill	9	/aɪwɛ/	AY|W|EH	iyweh	bp	4
epb	membership	9	/ɛpb/	EH|P|B	ehpb	ß	2
éks	dose,dosage	9	/iːks/	IY|K|S	eeks	u	4
ékç	hinged	9	/iːkç/	IY|K|HY	eekç	u	5
elɛ	neonatal	9	/ɛlɛ/	EH|L|EH	ehleh	h	5
ácl	dialectical	9	/eɪkl/	EY|K|L	aycl	n	2
opz	fallopian	9	/ɒpz/	AA|P|Z	opz	h	4
ácn	vacation,holiday	9	/eɪkn/	EY|K|N	aycn	p	4
ásɛ	marsh,swamp,wetland	9	/eɪsɛ/	EY|S|EH	ayseh	žl	4
étq	latent	9	/iːtq/	IY|T|Q	eetq	s	2
ocs	associated,associative	9	/ɒks/	AA|K|S	ocs	l	2
âff	sulfate	9	/ɑːff/	AA|F|F	ahff	c	5
ankl	ankle	9	/ænkl/	AE|N|K|L	aankl	h	4
uyh	furthest,farthest	9	/ʌjh/	AH|Y|HH	uhyh	p	4
éqd	hooded	9	/iːqd/	IY|Q|D	eeqd	s	4
opm	lymphocyte	9	/ɒpm/	AA|P|M	opm	h	5
uwh	upright,standing,stand	9	/ʌwh/	AH|W|HH	uhwh	þ	2
étg	height	9	/iːtg/	IY|T|G	eetg	žk	3
élc	inclined	9	/iːlk/	IY|L|K	eelc	þ	2
uqc	cubic,cubical	9	/ʌqk/	AH|Q|K	uhqc	k	4
ácq	focal,focalization	9	/eɪkq/	EY|K|Q	aycq	f	2
uqw	quasi,pseudo	9	/ʌqw/	AH|Q|W	uhqw	u	3
éqɛ	sponge,spongy	9	/iːqɛ/	IY|Q|EH	eeqeh	u	4
itth	stretch	9	/ɪtθ/	IH|T|TH	ihtth	u	4
ikf	sulfonic,sulfonate	9	/ɪkf/	IH|K|F	ihkf	u	4
akh	frankish	9	/ækh/	AE|K|HH	aakh	u	3
ópy	gray	9	/oʊpj/	OW|P|Y	ohpy	çv	4
áfv	salivary	9	/eɪfv̩/	EY|F|V	ayfv	h	4
áct	acetyl	9	/eɪkt/	EY|K|T	ayct	c	5
ácw	syndicate,syndication	9	/eɪkw/	EY|K|W	aycw	s	3
afy	affinity	9	/æfj/	AE|F|Y	aafy	l	2
élv	sleeveless	9	/iːlv̩/	IY|L|V	eelv	s	5
éyb	embedded	9	/iːjb/	IY|Y|B	eeyb	p	4
áfh	beneath	9	/eɪfh/	EY|F|HH	ayfh	p	2
ély	eleven	9	/iːlj/	IY|L|Y	eely	k	4
érç	regression	9	/iːɹç/	IY|R|HY	eerç	p	2
élç	excellent	9	/iːlç/	IY|L|HY	eelç	j	2
osv	conservative,conserving,conservation	9	/ɒsv̩/	AA|S|V	osv	s	2
écf	effortless	9	/iːkf/	IY|K|F	eecf	s	4
uqg	dialogue	9	/ʌqg/	AH|Q|G	uhqg	z	4
étv	longevity,lifespan	9	/iːtv̩/	IY|T|V	eetv	h	2
uqn	industry	9	/ʌqn/	AH|Q|N	uhqn	ß	3
efw	sufficiency,adequacy	9	/ɛfw/	EH|F|W	ehfw	k	2
opy	copulation	9	/ɒpj/	AA|P|Y	opy	h	2
íwf	titan,giant	9	/aɪwf/	AY|W|F	iywf	w	5
ásf	zoroastrian	9	/eɪsf/	EY|S|F	aysf	w	3
ûxx	bisexual	9	/ʊksks/	UH|KS|KS	uuks	ß	5
akb	unknowable	9	/ækb/	AE|K|B	aakb	f	2
omr	stereoisomer	9	/ɒmɹ/	AA|M|R	omr	l	5
ëkb	remarkable	9	/ɜːkb/	ER|K|B	erkb	k	4
ûs	marketplace	9	/ʊs/	UH|S	uus	l	4
érm	discernment	9	/iːɹm/	IY|R|M	eerm	m	2
ácr	integrationaction	9	/eɪkɹ/	EY|K|R	aycr	*	*
ácy	geriatric	9	/eɪkj/	EY|K|Y	aycy	s	4
érkt	mercy	9	/iːɹkt/	IY|R|K|T	eerkt	s	2
ácç	phonological	9	/eɪkç/	EY|K|HY	aycç	z	3
uqt	inoculation	9	/ʌqt/	AH|Q|T	uhqt	h	3
oqb	insoluble	9	/ɒqb/	AA|Q|B	oqb	c	4
étd	distorted,distortive	9	/iːtd/	IY|T|D	eetd	s	2
opç	transposition	9	/ɒpç/	AA|P|HY	opç	p	2
ékv	dissolved	9	/iːkv̩/	IY|K|V	eekv	s	4
uqz	misconduct,wrongdoing	9	/ʌqz/	AH|Q|Z	uhqz	s	2
ewg	flowing	9	/ɛwg/	EH|W|G	ehwg	c	3
íwg	signaling	9	/aɪwg/	AY|W|G	iywg	z	4
uqm	plumage	9	/ʌqm/	AH|Q|M	uhqm	h	4
áfd	paddle	9	/eɪfd/	EY|F|D	ayfd	h	4
uqr	pleural	9	/ʌqɹ/	AH|Q|R	uhqr	h	4
élr	perennial	9	/iːlɹ/	IY|L|R	eelr	h	4
okp	hermaphrodite,intersex	9	/ɒkp/	AA|K|P	okp	h	5
alq	seminal	9	/ælq/	AE|L|Q	aalq	h	4
éty	magnate	9	/iːtj/	IY|T|Y	eety	hs	5
ápf	cheap,inexpensive	9	/eɪpf/	EY|P|F	aypf	çk	3
étç	tea	9	/iːtç/	IY|T|HY	eetç	cv	4
ékt	charter	9	/iːkt/	IY|K|T	eekt	s	4
afç	grafting	9	/æfç/	AE|F|HY	aafç	h	4
árp	warping	9	/eɪɹp/	EY|R|P	ayrp	u	4
ékm	germ	9	/iːkm/	IY|K|M	eekm	u	4
áfc	gaelic	9	/eɪfk/	EY|F|K	ayfc	u	3
ópç	tag,label	9	/oʊpç/	OW|P|HY	ohpç	u	4
eqq	unqualified,unconditional	9	/ɛqq/	EH|Q|Q	ehqq	s	5
uqy	gum	9	/ʌqj/	AH|Q|Y	uhqy	u	4
éqf	prone,jacent	9	/iːqf/	IY|Q|F	eeqf	u	4
éqk	spleen	9	/iːqk/	IY|Q|K	eeqk	u	4
épɛ	steeping	9	/iːpɛ/	IY|P|EH	eepeh	u	4
éqt	note	9	/iːqt/	IY|Q|T	eeqt	vp	4
étsl	selective,select,selected	9	/iːtsl/	IY|T|S|L	eetsl	m	2
éqc	electricity	9	/iːqk/	IY|Q|K	eeqc	v	3
ifç	off	8	/ɪfç/	IH|F|HY	ihfç	u	3
ây	hearth	8	/ɑːj/	AA|Y	ahy	u	4
oqp	supercontinent	8	/ɒqp/	AA|Q|P	oqp	ßž	3
uqç	bud	8	/ʌqç/	AH|Q|HY	uhqç	u	4
awz	award	8	/æwz/	AE|W|Z	aawz	ß	3
éqr	aeration	8	/iːqɹ/	IY|Q|R	eeqr	t	3
ekg	leakage	8	/ɛkg/	EH|K|G	ehkg	s	3
éwb	heartbeat	8	/iːwb/	IY|W|B	eewb	h	4
ílz	rationalization,rationalizer	8	/aɪlz/	AY|L|Z	iylz	m	3
same	dismissal	8	/sæmɛ/	S|AE|M|EH	saameh	s	2
íwc	racial	8	/aɪwk/	AY|W|K	iywc	ß	3
álh	eschatological	8	/eɪlh/	EY|L|HH	aylh	w	3
ewr	cipher	8	/ɛwɹ/	EH|W|R	ehwr	z	4
okt	socket	8	/ɒkt/	AA|K|T	okt	d	4
éqs	thesis	8	/iːqs/	IY|Q|S	eeqs	z	2
unɛ	funnel	8	/ʌnɛ/	AH|N|EH	uhneh	s	2
ewk	deck	8	/ɛwk/	EH|W|K	ehwk	gc	4
ókk	foreskin	8	/oʊkk/	OW|K|K	ohkk	h	4
ofp	diphthong	8	/ɒfp/	AA|F|P	ofp	kv	5
ásj	polynesian	8	/eɪsdʒ/	EY|S|JH	aysj	ß	4
uck	truck,wagon	8	/ʌkk/	AH|K|K	uhck	pd	4
éql	online	8	/iːql/	IY|Q|L	eeql	zl	3
íq	cornea	8	/aɪq/	AY|Q	iyq	h	4
unf	constituent	8	/ʌnf/	AH|N|F	uhnf	ß	4
otb	asbestos	8	/ɒtb/	AA|T|B	otb	c	5
ocm	aminoglycoside	8	/ɒkm/	AA|K|M	ocm	u	5
vww	overgrowth	8	/v̩ww/	V|W|W	vww	u	5
íwj	wrist	8	/aɪwdʒ/	AY|W|JH	iywj	u	4
ínz	leibniz	8	/aɪnz/	AY|N|Z	iynz	u	4
ufj	gourd	8	/ʌfdʒ/	AH|F|JH	uhfj	u	4
ékh	handheld	8	/iːkh/	IY|K|HH	eekh	u	5
íwk	zoonotic	8	/aɪwk/	AY|W|K	iywk	u	5
éqz	lodestone	8	/iːqz/	IY|Q|Z	eeqz	u	5
éqh	methodist	8	/iːqh/	IY|Q|HH	eeqh	u	3
éqg	page	8	/iːqg/	IY|Q|G	eeqg	u	4
akd	beaked,beak	8	/ækd/	AE|K|D	aakd	u	5
ásk	mast	8	/eɪsk/	EY|S|K	aysk	u	4
íwd	diacid	8	/aɪwd/	AY|W|D	iywd	u	5
ifl	calf	8	/ɪfl/	IH|F|L	ihfl	u	4
afd	caffeinated,caffeine	8	/æfd/	AE|F|D	aafd	u	5
ótz	martyr	8	/oʊtz/	OW|T|Z	ohtz	w	4
ufk	luggage	8	/ʌfk/	AH|F|K	uhfk	b	3
ofm	documentary	8	/ɒfm/	AA|F|M	ofm	z	3
átp	compensated	8	/eɪtp/	EY|T|P	aytp	c	4
éqy	integrated,integrative	8	/iːqj/	IY|Q|Y	eeqy	g	2
íwl	inlay,inlaying	8	/aɪwl/	AY|W|L	iywl	t	4
íyh	parathyroid	8	/aɪjh/	AY|Y|HH	iyyh	h	5
íwn	clinging	8	/aɪwn/	AY|W|N	iywn	b	4
íwq	lyric	8	/aɪwq/	AY|W|Q	iywq	z	4
íwr	corridor	8	/aɪwɹ/	AY|W|R	iywr	b	4
éqç	denotation	8	/iːqç/	IY|Q|HY	eeqç	z	2
ofb	honeycomb	8	/ɒfb/	AA|F|B	ofb	h	4
ásc	discoloration	8	/eɪsk/	EY|S|K	aysc	s	3
únz	ozone	8	/uːnz/	UW|N|Z	oonz	c	5
ocv	conviction	8	/ɒkv̩/	AA|K|V	ocv	s	2
unq	uncontrolled	8	/ʌnq/	AH|N|Q	uhnq	s	5
iqf	nonfunctional	8	/ɪqf/	IH|Q|F	ihqf	d	5
énd	meridian	8	/iːnd/	IY|N|D	eend	g	4
unw	peninsula	8	/ʌnw/	AH|N|W	uhnw	g	4
ásn	messianic	8	/eɪsn/	EY|S|N	aysn	w	4
awm	overwhelming,overwhelmed,overwhelm	8	/æwm/	AE|W|M	aawm	þ	4
ésc	restricted	8	/iːsk/	IY|S|K	eesc	s	2
ufq	regular	8	/ʌfq/	AH|F|Q	uhfq	s	2
éfɛ	lottery	8	/iːfɛ/	IY|F|EH	eefeh	s	4
éfg	together	8	/iːfg/	IY|F|G	eefg	l	3
unz	neutron	8	/ʌnz/	AH|N|Z	uhnz	p	5
epv	superlative	8	/ɛpv̩/	EH|P|V	ehpv	k	4
érv	receiver,receivers	8	/iːɹv̩/	IY|R|V	eerv	d	5
okf	puffy	8	/ɒkf/	AA|K|F	okf	k	4
ucj	neurotic	8	/ʌkdʒ/	AH|K|JH	uhcj	þ	4
éqv	olive	8	/iːqv̩/	IY|Q|V	eeqv	h	4
ayç	opinionated	8	/æjç/	AE|Y|HY	aayç	m	4
énc	concession	8	/iːnk/	IY|N|K	eenc	s	3
icf	signification	8	/ɪkf/	IH|K|F	ihcf	z	2
awf	inflow	8	/æwf/	AE|W|F	aawf	p	4
ámn	phenomenal	8	/eɪmn/	EY|M|N	aymn	j	2
ámw	anemone	8	/eɪmw/	EY|M|W	aymw	h	4
âlz	gestational,gestation	8	/ɑːlz/	AA|L|Z	ahlz	h	2
ámc	mismatch,mismatched	8	/eɪmk/	EY|M|K	aymc	l	4
áph	asphalt	8	/eɪph/	EY|P|HH	ayph	c	4
ukn	trunk,trunked	8	/ʌkn/	AH|K|N	uhkn	u	4
íwz	kiln,oven	8	/aɪwz/	AY|W|Z	iywz	u	4
éxf	striped	8	/iːksf/	IY|KS|F	eeksf	u	5
uft	spouted	8	/ʌft/	AH|F|T	uhft	u	5
ökk	cork	8	/ɔɪkk/	OY|K|K	oikk	u	4
émv	gloved	8	/iːmv̩/	IY|M|V	eemv	u	5
utm	costumed	8	/ʌtm/	AH|T|M	uhtm	u	5
énɛ	pincer	8	/iːnɛ/	IY|N|EH	eeneh	u	4
íyb	fibrin	8	/aɪjb/	AY|Y|B	iyyb	u	4
ámd	thermodynamic	8	/eɪmd/	EY|M|D	aymd	v	3
uny	fluorescent,fluorescence	8	/ʌnj/	AH|N|Y	uhny	v	4
óyp	aorta	7	/oʊjp/	OW|Y|P	ohyp	h	4
íwy	tin	7	/aɪwj/	AY|W|Y	iywy	u	4
uks	tusk,tusked	7	/ʌks/	AH|K|S	uhks	u	4
écɛ	neglect,negligence,neglecting	7	/iːkɛ/	IY|K|EH	eeceh	s	2
óym	loom	7	/oʊjm/	OW|Y|M	ohym	dg	4
ápj	interpersonal	7	/eɪpdʒ/	EY|P|JH	aypj	ß	5
ásq	arrest	7	/eɪsq/	EY|S|Q	aysq	s	4
üsp	usurping,usurpation	7	/aʊsp/	AW|S|P	owsp	u	4
ápk	attempt,striving,try	7	/eɪpk/	EY|P|K	aypk	s	3
ékb	macabre,gruesome	7	/iːkb/	IY|K|B	eekb	þ	4
íwç	mica	7	/aɪwç/	AY|W|HY	iywç	c	4
éqm	homeless	7	/iːqm/	IY|Q|M	eeqm	ß	4
énf	benthic	7	/iːnf/	IY|N|F	eenf	ž	4
énk	spindle	7	/iːnk/	IY|N|K	eenk	d	4
umɛ	homogeneous,homogenous	7	/ʌmɛ/	AH|M|EH	uhmeh	k	4
ufz	fixture	7	/ʌfz/	AH|F|Z	uhfz	b	4
éf	file,archive	7	/iːf/	IY|F	eef	bz	4
íwp	flipping	7	/aɪwp/	AY|W|P	iywp	s	4
unç	circulation	7	/ʌnç/	AH|N|HY	uhnç	g	3
óty	dart	7	/oʊtj/	OW|T|Y	ohty	u	4
ásr	averroes,rushd	7	/eɪsɹ/	EY|S|R	aysr	u	*
éfq	whale	7	/iːfq/	IY|F|Q	eefq	u	4
ukh	launching,launch,launched	7	/ʌkh/	AH|K|HH	uhkh	u	4
akm	marksman,shooter,marksmanship	7	/ækm/	AE|K|M	aakm	u	5
íws	swiss	7	/aɪws/	AY|W|S	iyws	u	3
osb	obsolescence,obsolete	7	/ɒsb/	AA|S|B	osb	u	3
ípw	hoop,hooped	7	/aɪpw/	AY|P|W	iypw	u	4
ïff	wife	7	/jff/	Y|F|F	yff	u	4
ápq	bypass,circumvention,bypassing	7	/eɪpq/	EY|P|Q	aypq	s	4
énq	calendar	7	/iːnq/	IY|N|Q	eenq	ğ	4
ûtb	countable	7	/ʊtb/	UH|T|B	uutb	k	4
ufy	fourteen	7	/ʌfj/	AH|F|Y	uhfy	k	4
ámt	illegitimate	7	/eɪmt/	EY|M|T	aymt	s	2
ech	exposed	7	/ɛkh/	EH|K|HH	ehch	b	4
uwp	superimposed	7	/ʌwp/	AH|W|P	uhwp	l	5
erk	checkered	7	/ɛɹk/	EH|R|K	ehrk	k	4
ésɛ	exercise,exercised,exercising	7	/iːsɛ/	IY|S|EH	eeseh	s	3
óyc	doctoral	7	/oʊjk/	OW|Y|K	ohyc	g	3
íwm	swim,swimming	7	/aɪwm/	AY|W|M	iywm	pr	4
ápg	swapping,swap	7	/eɪpg/	EY|P|G	aypg	l	4
ësz	proselytizing	7	/ɜːsz/	ER|S|Z	ersz	w	5
ucq	intracellular	7	/ʌkq/	AH|K|Q	uhcq	h	5
ámr	camera	7	/eɪmɹ/	EY|M|R	aymr	d	4
may	democratic	7	/mæj/	M|AE|Y	maay	s	2
ésf	distress	7	/iːsf/	IY|S|F	eesf	þ	3
ëj	injection,injecting	7	/ɜːdʒ/	ER|JH	erj	l	2
énh	anticholinergic	7	/iːnh/	IY|N|HH	eenh	s	5
ásw	prostate	7	/eɪsw/	EY|S|W	aysw	h	4
umf	homosexual,gay	7	/ʌmf/	AH|M|F	uhmf	l	5
ápn	appendix	7	/eɪpn/	EY|P|N	aypn	h	4
before	per,each	7	/bɛfɒɹɛ/	B|EH|F|AA|R|EH	behforeh	u	3
írɛ	choir	7	/aɪɹɛ/	AY|R|EH	iyreh	u	4
énw	rented,renting	7	/iːnw/	IY|N|W	eenw	u	4
ókɛ	flax	7	/oʊkɛ/	OW|K|EH	ohkeh	u	4
íwt	atlantic	7	/aɪwt/	AY|W|T	iywt	u	3
éfw	sterol	7	/iːfw/	IY|F|W	eefw	u	5
ekç	stick,sticks,sticking	7	/ɛkç/	EH|K|HY	ehkç	u	4
imf	galliform	7	/ɪmf/	IH|M|F	ihmf	u	4
émɛ	semitone	7	/iːmɛ/	IY|M|EH	eemeh	u	5
ary	tavern,pub	7	/æɹj/	AE|R|Y	aary	d	4
éqb	movable	7	/iːqb/	IY|Q|B	eeqb	p	4
ásy	vista	7	/eɪsj/	EY|S|Y	aysy	ž	2
écq	dice	6	/iːkq/	IY|K|Q	eecq	ks	4
ásç	bass	6	/eɪsç/	EY|S|HY	aysç	u	4
írf	sartorial	6	/aɪɹf/	AY|R|F	iyrf	d	3
ëlj	adjustable	6	/ɜːldʒ/	ER|L|JH	erlj	s	4
umc	automatic	6	/ʌmk/	AH|M|K	uhmc	d	4
éfb	gallbladder	6	/iːfb/	IY|F|B	eefb	h	5
énç	etching	6	/iːnç/	IY|N|HY	eenç	z	4
émf	imminent,imminence	6	/iːmf/	IY|M|F	eemf	p	2
ufç	minute	6	/ʌfç/	AH|F|HY	uhfç	k	4
ulh	silhouette	6	/ʌlh/	AH|L|HH	uhlh	n	3
ámç	installment	6	/eɪmç/	EY|M|HY	aymç	p	3
éfd	tailored,tailoring	6	/iːfd/	IY|F|D	eefd	s	4
umj	customs	6	/ʌmdʒ/	AH|M|JH	uhmj	s	4
ensk	forensic	6	/ɛnsk/	EH|N|S|K	ehnsk	s	4
óyq	flour	6	/oʊjq/	OW|Y|Q	ohyq	ck	3
éfy	lure,bait	6	/iːfj/	IY|F|Y	eefy	u	4
ïcz	brimmed	6	/jkz/	Y|K|Z	ycz	u	5
ucw	uralic	6	/ʌkw/	AH|K|W	uhcw	u	3
ífh	pythagoras	6	/aɪfh/	AY|F|HH	iyfh	u	*
ésk	welsh	6	/iːsk/	IY|S|K	eesk	u	3
éft	jet	6	/iːft/	IY|F|T	eeft	u	4
óyh	both	6	/oʊjh/	OW|Y|HH	ohyh	u	3
áps	reshaping	6	/eɪps/	EY|P|S	ayps	u	4
ukk	fluke	6	/ʌkk/	AH|K|K	uhkk	u	4
uqq	plaque	6	/ʌqq/	AH|Q|Q	uhqq	u	4
íwv	corvid	6	/aɪwv̩/	AY|W|V	iywv	u	4
ésnt	presiding	6	/iːsnt/	IY|S|N|T	eesnt	u	4
akq	alkyne	6	/ækq/	AE|K|Q	aakq	ñg	4
ácm	legitimacy,legitimate	6	/eɪkm/	EY|K|M	aycm	s	2
écl	chalcedony	6	/iːkl/	IY|K|L	eecl	c	5
écn	tetracycline	6	/iːkn/	IY|K|N	eecn	h	5
ifb	failurefeasibility	6	/ɪfb/	IH|F|B	ihfb	*	*
ésq	treatise	6	/iːsq/	IY|S|Q	eesq	z	4
étp	excerpt	6	/iːtp/	IY|T|P	eetp	z	4
íll	sundial	6	/aɪll/	AY|L|L	iyll	ğ	5
ípn	pidgin	6	/aɪpn/	AY|P|N	iypn	zl	3
ifɛ	fifty	6	/ɪfɛ/	IH|F|EH	ihfeh	k	4
óyn	pronoun	6	/oʊjn/	OW|Y|N	ohyn	z	4
