Word IPA ARPAbet Pronunciation
dyáo /djeɪɒ/ D|Y|EY|AA dyayo
dyáu /djeɪʌ/ D|Y|EY|AH dyayuh
dyáá /djeɪeɪ/ D|Y|EY|EY dyayay
dyáé /djeɪiː/ D|Y|EY|IY dyayee
dyáí /djeɪaɪ/ D|Y|EY|AY dyayiy
dyáó /djeɪoʊ/ D|Y|EY|OW dyayoh
dyáú /djeɪuː/ D|Y|EY|UW dyayoo
dyáä /djeɪɔː/ D|Y|EY|AO dyayaw
dyáë /djeɪɜː/ D|Y|EY|ER dyayer
dyáö /djeɪɔɪ/ D|Y|EY|OY dyayoi
dyáü /djeɪaʊ/ D|Y|EY|AW dyayow
dyáâ /djeɪɑː/ D|Y|EY|AA dyayah
dyáû /djeɪʊ/ D|Y|EY|UH dyayuu
dyéa /djiːæ/ D|Y|IY|AE dyeeaa
dyée /djiːɛ/ D|Y|IY|EH dyeeeh
dyéi /djiːɪ/ D|Y|IY|IH dyeeih
dyéo /djiːɒ/ D|Y|IY|AA dyeeo
dyéu /djiːʌ/ D|Y|IY|AH dyeeuh
dyéá /djiːeɪ/ D|Y|IY|EY dyeeay
dyéí /djiːaɪ/ D|Y|IY|AY dyeeiy
dyéó /djiːoʊ/ D|Y|IY|OW dyeeoh
dyéú /djiːuː/ D|Y|IY|UW dyeeoo
dyéä /djiːɔː/ D|Y|IY|AO dyeeaw
dyéë /djiːɜː/ D|Y|IY|ER dyeeer
dyéö /djiːɔɪ/ D|Y|IY|OY dyeeoi
dyéü /djiːaʊ/ D|Y|IY|AW dyeeow
dyéâ /djiːɑː/ D|Y|IY|AA dyeeah
dyéû /djiːʊ/ D|Y|IY|UH dyeeuu
dyía /djaɪæ/ D|Y|AY|AE dyiyaa
dyíe /djaɪɛ/ D|Y|AY|EH dyiyeh
dyíi /djaɪɪ/ D|Y|AY|IH dyiyih
dyío /djaɪɒ/ D|Y|AY|AA dyiyo
dyíu /djaɪʌ/ D|Y|AY|AH dyiyuh
dyíá /djaɪeɪ/ D|Y|AY|EY dyiyay
dyíé /djaɪiː/ D|Y|AY|IY dyiyee
dyíó /djaɪoʊ/ D|Y|AY|OW dyiyoh
dyíú /djaɪuː/ D|Y|AY|UW dyiyoo
dyíä /djaɪɔː/ D|Y|AY|AO dyiyaw
dyíë /djaɪɜː/ D|Y|AY|ER dyiyer
dyíü /djaɪaʊ/ D|Y|AY|AW dyiyow
dyíâ /djaɪɑː/ D|Y|AY|AA dyiyah
dyíû /djaɪʊ/ D|Y|AY|UH dyiyuu
dyóa /djoʊæ/ D|Y|OW|AE dyohaa
dyóe /djoʊɛ/ D|Y|OW|EH dyoheh
dyói /djoʊɪ/ D|Y|OW|IH dyohih
dyóo /djoʊɒ/ D|Y|OW|AA dyoho
dyóu /djoʊʌ/ D|Y|OW|AH dyohuh
dyóá /djoʊeɪ/ D|Y|OW|EY dyohay
dyóé /djoʊiː/ D|Y|OW|IY dyohee
dyóí /djoʊaɪ/ D|Y|OW|AY dyohiy
dyóó /djoʊoʊ/ D|Y|OW|OW dyohoh
dyóú /djoʊuː/ D|Y|OW|UW dyohoo
dyóä /djoʊɔː/ D|Y|OW|AO dyohaw
dyóë /djoʊɜː/ D|Y|OW|ER dyoher
dyóö /djoʊɔɪ/ D|Y|OW|OY dyohoi
dyóü /djoʊaʊ/ D|Y|OW|AW dyohow
dyóâ /djoʊɑː/ D|Y|OW|AA dyohah
dyóû /djoʊʊ/ D|Y|OW|UH dyohuu
dyúa /djuːæ/ D|Y|UW|AE dyooaa
dyúe /djuːɛ/ D|Y|UW|EH dyooeh
dyúi /djuːɪ/ D|Y|UW|IH dyooih
dyúu /djuːʌ/ D|Y|UW|AH dyoouh
dyúá /djuːeɪ/ D|Y|UW|EY dyooay
dyúé /djuːiː/ D|Y|UW|IY dyooee
dyúí /djuːaɪ/ D|Y|AW|AY dyooiy
dyúó /djuːoʊ/ D|Y|UW|OW dyoooh
dyúä /djuːɔː/ D|Y|UW|AO dyooaw
dyúë /djuːɜː/ D|Y|UW|ER dyooer
dyúö /djuːɔɪ/ D|Y|UW|OY dyoooi
dyúü /djuːaʊ/ D|Y|UW|AW dyooow
dyúâ /djuːɑː/ D|Y|UW|AA dyooah
dyúû /djuːʊ/ D|Y|UW|UH dyoouu
dyäa /djɔːæ/ D|Y|AO|AE dyawaa
dyäe /djɔːɛ/ D|Y|AO|EH dyaweh
dyäi /djɔːɪ/ D|Y|AO|IH dyawih
dyäo /djɔːɒ/ D|Y|AO|AA dyawo
dyäu /djɔːʌ/ D|Y|AO|AH dyawuh
dyäá /djɔːeɪ/ D|Y|AO|EY dyaway
dyäé /djɔːiː/ D|Y|AO|IY dyawee
dyäí /djɔːaɪ/ D|Y|AO|AY dyawiy
dyäó /djɔːoʊ/ D|Y|AO|OW dyawoh
dyäú /djɔːuː/ D|Y|AO|UW dyawoo
dyäë /djɔːɜː/ D|Y|AO|ER dyawer
dyäö /djɔːɔɪ/ D|Y|AO|OY dyawoi
dyäâ /djɔːɑː/ D|Y|AO|AA dyawah
dyäû /djɔːʊ/ D|Y|AO|UH dyawuu
dyëa /djɜːæ/ D|Y|ER|AE dyeraa
dyëe /djɜːɛ/ D|Y|ER|EH dyereh
dyëi /djɜːɪ/ D|Y|ER|IH dyerih
dyëo /djɜːɒ/ D|Y|ER|AA dyero
dyëu /djɜːʌ/ D|Y|ER|AH dyeruh
dyëá /djɜːeɪ/ D|Y|ER|EY dyeray
dyëé /djɜːiː/ D|Y|ER|IY dyeree
dyëó /djɜːoʊ/ D|Y|ER|OW dyeroh
dyëâ /djɜːɑː/ D|Y|ER|AA dyerah
dyëä /djɜːɔː/ D|Y|ER|AO dyeraw
dyëë /djɜːɜː/ D|Y|ER|ER dyerer
dyëö /djɜːɔɪ/ D|Y|ER|OY dyeroi
dyëü /djɜːaʊ/ D|Y|ER|AW dyerow
dyöa /djɔɪæ/ D|Y|OY|AE dyoiaa
dyöë /djɔɪɜː/ D|Y|OY|ER dyoier
dyüi /djaʊɪ/ D|Y|AW|IH dyowih
dyüá /djaʊeɪ/ D|Y|AW|EY dyoway
dyüé /djaʊiː/ D|Y|AW|IY dyowee
dyüë /djaʊɜː/ D|Y|AW|ER dyower
dyüâ /djaʊɑː/ D|Y|AW|AA dyowah
dyâé /djɑːiː/ D|Y|AA|IY dyahee
dyâí /djɑːaɪ/ D|Y|AA|AY dyahiy
dyâö /djɑːɔɪ/ D|Y|AA|OY dyahoi
dyâû /djɑːʊ/ D|Y|AA|UH dyahuu
dyûa /djʊæ/ D|Y|UH|AE dyuuaa
dyûi /djʊɪ/ D|Y|UH|IH dyuuih
dyûo /djʊɒ/ D|Y|UH|AA dyuuo
dwa /dwæ/ D|W|AE dwaa
dwe /dwɛ/ D|W|EH dweh
dwi /dwɪ/ D|W|IH dwih
dwo /dwɒ/ D|W|AA dwo
dwu /dwʌ/ D|W|AH dwuh
dwá /dweɪ/ D|W|EY dway
dwé /dwiː/ D|W|IY dwee
dwí /dwaɪ/ D|W|AY dwiy
dwó /dwoʊ/ D|W|OW dwoh
dwú /dwuː/ D|W|UW dwoo
dwä /dwɔː/ D|W|AO dwaw
dwë /dwɜː/ D|W|ER dwer
dwï /dwj/ D|W|Y dwy
dwö /dwɔɪ/ D|W|OY dwoi
dwü /dwaʊ/ D|W|AW dwow
dwâ /dwɑː/ D|W|AA dwah
dwû /dwʊ/ D|W|UH dwuu
dweé /dwɛiː/ D|W|EH|IY dwehee
dweâ /dwɛɑː/ D|W|EH|AA dwehah
dweû /dwɛʊ/ D|W|EH|UH dwehuu
dwou /dwɒʌ/ D|W|AA|AH dwouh
dwoë /dwɒɜː/ D|W|AA|ER dwoer
dwue /dwʌɛ/ D|W|AH|EH dwuheh
dwui /dwʌɪ/ D|W|AH|IH dwuhih
dwuo /dwʌɒ/ D|W|AH|AA dwuho
dwuu /dwʌʌ/ D|W|AH|AH dwuhuh
dwuá /dwʌeɪ/ D|W|AH|EY dwuhay
dwué /dwʌiː/ D|W|AH|IY dwuhee
dwuí /dwʌaɪ/ D|W|AH|AY dwuhiy
dwuó /dwʌoʊ/ D|W|AH|OW dwuhoh
dwuú /dwʌuː/ D|W|AH|UW dwuhoo
dwuä /dwʌɔː/ D|W|AH|AO dwuhaw
dwuö /dwʌɔɪ/ D|W|AH|OY dwuhoi
dwuâ /dwʌɑː/ D|W|AH|AA dwuhah
dwuû /dwʌʊ/ D|W|AH|UH dwuhuu
dwáa /dweɪæ/ D|W|EY|AE dwayaa
dwáe /dweɪɛ/ D|W|EY|EH dwayeh
dwái /dweɪɪ/ D|W|EY|IH dwayih
dwáo /dweɪɒ/ D|W|EY|AA dwayo
dwáu /dweɪʌ/ D|W|EY|AH dwayuh
dwáá /dweɪeɪ/ D|W|EY|EY dwayay
dwáé /dweɪiː/ D|W|EY|IY dwayee
dwáí /dweɪaɪ/ D|W|EY|AY dwayiy
dwáó /dweɪoʊ/ D|W|EY|OW dwayoh
dwáú /dweɪuː/ D|W|EY|UW dwayoo
dwáä /dweɪɔː/ D|W|EY|AO dwayaw
dwáë /dweɪɜː/ D|W|EY|ER dwayer
dwáö /dweɪɔɪ/ D|W|EY|OY dwayoi
dwáü /dweɪaʊ/ D|W|EY|AW dwayow
dwáâ /dweɪɑː/ D|W|EY|AA dwayah
dwáû /dweɪʊ/ D|W|EY|UH dwayuu
dwéa /dwiːæ/ D|W|IY|AE dweeaa
dwée /dwiːɛ/ D|W|IY|EH dweeeh
dwéi /dwiːɪ/ D|W|IY|IH dweeih
dwéo /dwiːɒ/ D|W|IY|AA dweeo
dwéu /dwiːʌ/ D|W|IY|AH dweeuh
dwéá /dwiːeɪ/ D|W|IY|EY dweeay
dwéí /dwiːaɪ/ D|W|IY|AY dweeiy
dwéó /dwiːoʊ/ D|W|IY|OW dweeoh
dwéú /dwiːuː/ D|W|IY|UW dweeoo
dwéä /dwiːɔː/ D|W|IY|AO dweeaw
dwéë /dwiːɜː/ D|W|IY|ER dweeer
dwéö /dwiːɔɪ/ D|W|IY|OY dweeoi
dwéü /dwiːaʊ/ D|W|IY|AW dweeow
dwéâ /dwiːɑː/ D|W|IY|AA dweeah
dwéû /dwiːʊ/ D|W|IY|UH dweeuu
dwía /dwaɪæ/ D|W|AY|AE dwiyaa
dwíe /dwaɪɛ/ D|W|AY|EH dwiyeh
dwíi /dwaɪɪ/ D|W|AY|IH dwiyih
dwío /dwaɪɒ/ D|W|AY|AA dwiyo
dwíu /dwaɪʌ/ D|W|AY|AH dwiyuh
dwíá /dwaɪeɪ/ D|W|AY|EY dwiyay
dwíé /dwaɪiː/ D|W|AY|IY dwiyee
dwíó /dwaɪoʊ/ D|W|AY|OW dwiyoh
dwíú /dwaɪuː/ D|W|AY|UW dwiyoo
dwíä /dwaɪɔː/ D|W|AY|AO dwiyaw
dwíë /dwaɪɜː/ D|W|AY|ER dwiyer
dwíü /dwaɪaʊ/ D|W|AY|AW dwiyow
dwíâ /dwaɪɑː/ D|W|AY|AA dwiyah
dwíû /dwaɪʊ/ D|W|AY|UH dwiyuu
dwóa /dwoʊæ/ D|W|OW|AE dwohaa
dwóe /dwoʊɛ/ D|W|OW|EH dwoheh
dwói /dwoʊɪ/ D|W|OW|IH dwohih
dwóo /dwoʊɒ/ D|W|OW|AA dwoho
dwóu /dwoʊʌ/ D|W|OW|AH dwohuh
dwóá /dwoʊeɪ/ D|W|OW|EY dwohay
dwóé /dwoʊiː/ D|W|OW|IY dwohee
dwóí /dwoʊaɪ/ D|W|OW|AY dwohiy
dwóó /dwoʊoʊ/ D|W|OW|OW dwohoh
dwóú /dwoʊuː/ D|W|OW|UW dwohoo
dwóä /dwoʊɔː/ D|W|OW|AO dwohaw
dwóë /dwoʊɜː/ D|W|OW|ER dwoher
dwóö /dwoʊɔɪ/ D|W|OW|OY dwohoi
dwóü /dwoʊaʊ/ D|W|OW|AW dwohow
dwóâ /dwoʊɑː/ D|W|OW|AA dwohah
dwóû /dwoʊʊ/ D|W|OW|UH dwohuu
dwúa /dwuːæ/ D|W|UW|AE dwooaa
dwúe /dwuːɛ/ D|W|UW|EH dwooeh
dwúi /dwuːɪ/ D|W|UW|IH dwooih
dwúu /dwuːʌ/ D|W|UW|AH dwoouh
dwúá /dwuːeɪ/ D|W|UW|EY dwooay
dwúé /dwuːiː/ D|W|UW|IY dwooee
dwúí /dwuːaɪ/ D|W|AW|AY dwooiy
dwúó /dwuːoʊ/ D|W|UW|OW dwoooh
dwúä /dwuːɔː/ D|W|UW|AO dwooaw
dwúë /dwuːɜː/ D|W|UW|ER dwooer
dwúö /dwuːɔɪ/ D|W|UW|OY dwoooi
dwúü /dwuːaʊ/ D|W|UW|AW dwooow
dwúâ /dwuːɑː/ D|W|UW|AA dwooah
dwúû /dwuːʊ/ D|W|UW|UH dwoouu
dwäa /dwɔːæ/ D|W|AO|AE dwawaa
dwäe /dwɔːɛ/ D|W|AO|EH dwaweh
dwäi /dwɔːɪ/ D|W|AO|IH dwawih
dwäo /dwɔːɒ/ D|W|AO|AA dwawo
dwäu /dwɔːʌ/ D|W|AO|AH dwawuh
dwäá /dwɔːeɪ/ D|W|AO|EY dwaway
dwäé /dwɔːiː/ D|W|AO|IY dwawee
dwäí /dwɔːaɪ/ D|W|AO|AY dwawiy
dwäó /dwɔːoʊ/ D|W|AO|OW dwawoh
dwäú /dwɔːuː/ D|W|AO|UW dwawoo
dwäë /dwɔːɜː/ D|W|AO|ER dwawer
dwäö /dwɔːɔɪ/ D|W|AO|OY dwawoi
dwäâ /dwɔːɑː/ D|W|AO|AA dwawah
dwäû /dwɔːʊ/ D|W|AO|UH dwawuu
dwëa /dwɜːæ/ D|W|ER|AE dweraa
dwëe /dwɜːɛ/ D|W|ER|EH dwereh
dwëi /dwɜːɪ/ D|W|ER|IH dwerih
dwëo /dwɜːɒ/ D|W|ER|AA dwero
dwëu /dwɜːʌ/ D|W|ER|AH dweruh
dwëá /dwɜːeɪ/ D|W|ER|EY dweray
dwëé /dwɜːiː/ D|W|ER|IY dweree
dwëó /dwɜːoʊ/ D|W|ER|OW dweroh
dwëâ /dwɜːɑː/ D|W|ER|AA dwerah
dwëä /dwɜːɔː/ D|W|ER|AO dweraw
dwëë /dwɜːɜː/ D|W|ER|ER dwerer
dwëö /dwɜːɔɪ/ D|W|ER|OY dweroi
dwëü /dwɜːaʊ/ D|W|ER|AW dwerow
dwöa /dwɔɪæ/ D|W|OY|AE dwoiaa
dwöë /dwɔɪɜː/ D|W|OY|ER dwoier
dwüi /dwaʊɪ/ D|W|AW|IH dwowih
dwüá /dwaʊeɪ/ D|W|AW|EY dwoway
dwüé /dwaʊiː/ D|W|AW|IY dwowee
dwüë /dwaʊɜː/ D|W|AW|ER dwower
dwüâ /dwaʊɑː/ D|W|AW|AA dwowah
dwâé /dwɑːiː/ D|W|AA|IY dwahee
dwâí /dwɑːaɪ/ D|W|AA|AY dwahiy
dwâö /dwɑːɔɪ/ D|W|AA|OY dwahoi
dwâû /dwɑːʊ/ D|W|AA|UH dwahuu
dwûa /dwʊæ/ D|W|UH|AE dwuuaa
dwûi /dwʊɪ/ D|W|UH|IH dwuuih
dwûo /dwʊɒ/ D|W|UH|AA dwuuo
dra /dɹæ/ D|R|AE draa
dre /dɹɛ/ D|R|EH dreh
dri /dɹɪ/ D|R|IH drih
dro /dɹɒ/ D|R|AA dro
dru /dɹʌ/ D|R|AH druh
drá /dɹeɪ/ D|R|EY dray
dré /dɹiː/ D|R|IY dree
drí /dɹaɪ/ D|R|AY driy
dró /dɹoʊ/ D|R|OW droh
drú /dɹuː/ D|R|UW droo
drä /dɹɔː/ D|R|AO draw
drë /dɹɜː/ D|R|ER drer
drï /dɹj/ D|R|Y dry
drö /dɹɔɪ/ D|R|OY droi
drü /dɹaʊ/ D|R|AW drow
drâ /dɹɑː/ D|R|AA drah
drû /dɹʊ/ D|R|UH druu
dreé /dɹɛiː/ D|R|EH|IY drehee
dreâ /dɹɛɑː/ D|R|EH|AA drehah
dreû /dɹɛʊ/ D|R|EH|UH drehuu
drou /dɹɒʌ/ D|R|AA|AH drouh
droë /dɹɒɜː/ D|R|AA|ER droer
drue /dɹʌɛ/ D|R|AH|EH druheh
drui /dɹʌɪ/ D|R|AH|IH druhih
druo /dɹʌɒ/ D|R|AH|AA druho
druu /dɹʌʌ/ D|R|AH|AH druhuh
druá /dɹʌeɪ/ D|R|AH|EY druhay
drué /dɹʌiː/ D|R|AH|IY druhee
druí /dɹʌaɪ/ D|R|AH|AY druhiy
druó /dɹʌoʊ/ D|R|AH|OW druhoh
druú /dɹʌuː/ D|R|AH|UW druhoo
druä /dɹʌɔː/ D|R|AH|AO druhaw
druö /dɹʌɔɪ/ D|R|AH|OY druhoi
druâ /dɹʌɑː/ D|R|AH|AA druhah
druû /dɹʌʊ/ D|R|AH|UH druhuu
dráa /dɹeɪæ/ D|R|EY|AE drayaa
dráe /dɹeɪɛ/ D|R|EY|EH drayeh
drái /dɹeɪɪ/ D|R|EY|IH drayih
dráo /dɹeɪɒ/ D|R|EY|AA drayo
dráu /dɹeɪʌ/ D|R|EY|AH drayuh
dráá /dɹeɪeɪ/ D|R|EY|EY drayay
dráé /dɹeɪiː/ D|R|EY|IY drayee
dráí /dɹeɪaɪ/ D|R|EY|AY drayiy
dráó /dɹeɪoʊ/ D|R|EY|OW drayoh
dráú /dɹeɪuː/ D|R|EY|UW drayoo
dráä /dɹeɪɔː/ D|R|EY|AO drayaw
dráë /dɹeɪɜː/ D|R|EY|ER drayer
dráö /dɹeɪɔɪ/ D|R|EY|OY drayoi
dráü /dɹeɪaʊ/ D|R|EY|AW drayow
dráâ /dɹeɪɑː/ D|R|EY|AA drayah
dráû /dɹeɪʊ/ D|R|EY|UH drayuu
dréa /dɹiːæ/ D|R|IY|AE dreeaa
drée /dɹiːɛ/ D|R|IY|EH dreeeh
dréi /dɹiːɪ/ D|R|IY|IH dreeih
dréo /dɹiːɒ/ D|R|IY|AA dreeo
dréu /dɹiːʌ/ D|R|IY|AH dreeuh
dréá /dɹiːeɪ/ D|R|IY|EY dreeay
dréí /dɹiːaɪ/ D|R|IY|AY dreeiy
dréó /dɹiːoʊ/ D|R|IY|OW dreeoh
dréú /dɹiːuː/ D|R|IY|UW dreeoo
dréä /dɹiːɔː/ D|R|IY|AO dreeaw
dréë /dɹiːɜː/ D|R|IY|ER dreeer
dréö /dɹiːɔɪ/ D|R|IY|OY dreeoi
dréü /dɹiːaʊ/ D|R|IY|AW dreeow
dréâ /dɹiːɑː/ D|R|IY|AA dreeah
dréû /dɹiːʊ/ D|R|IY|UH dreeuu
dría /dɹaɪæ/ D|R|AY|AE driyaa
dríe /dɹaɪɛ/ D|R|AY|EH driyeh
dríi /dɹaɪɪ/ D|R|AY|IH driyih
drío /dɹaɪɒ/ D|R|AY|AA driyo
dríu /dɹaɪʌ/ D|R|AY|AH driyuh
dríá /dɹaɪeɪ/ D|R|AY|EY driyay
dríé /dɹaɪiː/ D|R|AY|IY driyee
dríó /dɹaɪoʊ/ D|R|AY|OW driyoh
dríú /dɹaɪuː/ D|R|AY|UW driyoo
dríä /dɹaɪɔː/ D|R|AY|AO driyaw
dríë /dɹaɪɜː/ D|R|AY|ER driyer
dríü /dɹaɪaʊ/ D|R|AY|AW driyow
dríâ /dɹaɪɑː/ D|R|AY|AA driyah
dríû /dɹaɪʊ/ D|R|AY|UH driyuu
dróa /dɹoʊæ/ D|R|OW|AE drohaa
dróe /dɹoʊɛ/ D|R|OW|EH droheh
drói /dɹoʊɪ/ D|R|OW|IH drohih
dróo /dɹoʊɒ/ D|R|OW|AA droho
dróu /dɹoʊʌ/ D|R|OW|AH drohuh
dróá /dɹoʊeɪ/ D|R|OW|EY drohay
dróé /dɹoʊiː/ D|R|OW|IY drohee
dróí /dɹoʊaɪ/ D|R|OW|AY drohiy
dróó /dɹoʊoʊ/ D|R|OW|OW drohoh
dróú /dɹoʊuː/ D|R|OW|UW drohoo
dróä /dɹoʊɔː/ D|R|OW|AO drohaw
dróë /dɹoʊɜː/ D|R|OW|ER droher
dróö /dɹoʊɔɪ/ D|R|OW|OY drohoi
dróü /dɹoʊaʊ/ D|R|OW|AW drohow
dróâ /dɹoʊɑː/ D|R|OW|AA drohah
dróû /dɹoʊʊ/ D|R|OW|UH drohuu
drúa /dɹuːæ/ D|R|UW|AE drooaa
drúe /dɹuːɛ/ D|R|UW|EH drooeh
drúi /dɹuːɪ/ D|R|UW|IH drooih
drúu /dɹuːʌ/ D|R|UW|AH droouh
drúá /dɹuːeɪ/ D|R|UW|EY drooay
drúé /dɹuːiː/ D|R|UW|IY drooee
drúí /dɹuːaɪ/ D|R|AW|AY drooiy
drúó /dɹuːoʊ/ D|R|UW|OW droooh
drúä /dɹuːɔː/ D|R|UW|AO drooaw
drúë /dɹuːɜː/ D|R|UW|ER drooer
drúö /dɹuːɔɪ/ D|R|UW|OY droooi
drúü /dɹuːaʊ/ D|R|UW|AW drooow
drúâ /dɹuːɑː/ D|R|UW|AA drooah
drúû /dɹuːʊ/ D|R|UW|UH droouu
dräa /dɹɔːæ/ D|R|AO|AE drawaa
dräe /dɹɔːɛ/ D|R|AO|EH draweh
dräi /dɹɔːɪ/ D|R|AO|IH drawih
dräo /dɹɔːɒ/ D|R|AO|AA drawo
dräu /dɹɔːʌ/ D|R|AO|AH drawuh
dräá /dɹɔːeɪ/ D|R|AO|EY draway
dräé /dɹɔːiː/ D|R|AO|IY drawee
dräí /dɹɔːaɪ/ D|R|AO|AY drawiy
dräó /dɹɔːoʊ/ D|R|AO|OW drawoh
dräú /dɹɔːuː/ D|R|AO|UW drawoo
dräë /dɹɔːɜː/ D|R|AO|ER drawer
dräö /dɹɔːɔɪ/ D|R|AO|OY drawoi
dräâ /dɹɔːɑː/ D|R|AO|AA drawah
dräû /dɹɔːʊ/ D|R|AO|UH drawuu
drëa /dɹɜːæ/ D|R|ER|AE dreraa
drëe /dɹɜːɛ/ D|R|ER|EH drereh
drëi /dɹɜːɪ/ D|R|ER|IH drerih
drëo /dɹɜːɒ/ D|R|ER|AA drero
drëu /dɹɜːʌ/ D|R|ER|AH dreruh
drëá /dɹɜːeɪ/ D|R|ER|EY dreray
drëé /dɹɜːiː/ D|R|ER|IY dreree
drëó /dɹɜːoʊ/ D|R|ER|OW dreroh
drëâ /dɹɜːɑː/ D|R|ER|AA drerah
drëä /dɹɜːɔː/ D|R|ER|AO dreraw
drëë /dɹɜːɜː/ D|R|ER|ER drerer
drëö /dɹɜːɔɪ/ D|R|ER|OY dreroi
drëü /dɹɜːaʊ/ D|R|ER|AW drerow
dröa /dɹɔɪæ/ D|R|OY|AE droiaa
dröë /dɹɔɪɜː/ D|R|OY|ER droier
drüi /dɹaʊɪ/ D|R|AW|IH drowih
drüá /dɹaʊeɪ/ D|R|AW|EY droway
drüé /dɹaʊiː/ D|R|AW|IY drowee
drüë /dɹaʊɜː/ D|R|AW|ER drower
drüâ /dɹaʊɑː/ D|R|AW|AA drowah
drâé /dɹɑːiː/ D|R|AA|IY drahee
drâí /dɹɑːaɪ/ D|R|AA|AY drahiy
drâö /dɹɑːɔɪ/ D|R|AA|OY drahoi
drâû /dɹɑːʊ/ D|R|AA|UH drahuu
drûa /dɹʊæ/ D|R|UH|AE druuaa
drûi /dɹʊɪ/ D|R|UH|IH druuih
drûo /dɹʊɒ/ D|R|UH|AA druuo
fya /fjæ/ F|Y|AE fyaa
fye /fjɛ/ F|Y|EH fyeh
fyi /fjɪ/ F|Y|IH fyih
fyo /fjɒ/ F|Y|AA fyo
fyu /fjʌ/ F|Y|AH fyuh
fyá /fjeɪ/ F|Y|EY fyay
fyé /fjiː/ F|Y|IY fyee
fyí /fjaɪ/ F|Y|AY fyiy
fyó /fjoʊ/ F|Y|OW fyoh
fyú /fjuː/ F|Y|UW fyoo
fyä /fjɔː/ F|Y|AO fyaw
fyë /fjɜː/ F|Y|ER fyer
fyï /fjj/ F|Y|Y fyy
fyö /fjɔɪ/ F|Y|OY fyoi
fyü /fjaʊ/ F|Y|AW fyow
fyâ /fjɑː/ F|Y|AA fyah
fyû /fjʊ/ F|Y|UH fyuu
fyeé /fjɛiː/ F|Y|EH|IY fyehee
fyeâ /fjɛɑː/ F|Y|EH|AA fyehah
fyeû /fjɛʊ/ F|Y|EH|UH fyehuu
fyou /fjɒʌ/ F|Y|AA|AH fyouh
fyoë /fjɒɜː/ F|Y|AA|ER fyoer
fyue /fjʌɛ/ F|Y|AH|EH fyuheh
fyui /fjʌɪ/ F|Y|AH|IH fyuhih
fyuo /fjʌɒ/ F|Y|AH|AA fyuho
fyuu /fjʌʌ/ F|Y|AH|AH fyuhuh
fyuá /fjʌeɪ/ F|Y|AH|EY fyuhay
fyué /fjʌiː/ F|Y|AH|IY fyuhee
fyuí /fjʌaɪ/ F|Y|AH|AY fyuhiy
fyuó /fjʌoʊ/ F|Y|AH|OW fyuhoh
fyuú /fjʌuː/ F|Y|AH|UW fyuhoo
fyuä /fjʌɔː/ F|Y|AH|AO fyuhaw
fyuö /fjʌɔɪ/ F|Y|AH|OY fyuhoi
fyuâ /fjʌɑː/ F|Y|AH|AA fyuhah
fyuû /fjʌʊ/ F|Y|AH|UH fyuhuu
fyáa /fjeɪæ/ F|Y|EY|AE fyayaa
fyáe /fjeɪɛ/ F|Y|EY|EH fyayeh
fyái /fjeɪɪ/ F|Y|EY|IH fyayih
fyáo /fjeɪɒ/ F|Y|EY|AA fyayo
fyáu /fjeɪʌ/ F|Y|EY|AH fyayuh
fyáá /fjeɪeɪ/ F|Y|EY|EY fyayay
fyáé /fjeɪiː/ F|Y|EY|IY fyayee
fyáí /fjeɪaɪ/ F|Y|EY|AY fyayiy
fyáó /fjeɪoʊ/ F|Y|EY|OW fyayoh
fyáú /fjeɪuː/ F|Y|EY|UW fyayoo
fyáä /fjeɪɔː/ F|Y|EY|AO fyayaw
fyáë /fjeɪɜː/ F|Y|EY|ER fyayer
fyáö /fjeɪɔɪ/ F|Y|EY|OY fyayoi
fyáü /fjeɪaʊ/ F|Y|EY|AW fyayow
fyáâ /fjeɪɑː/ F|Y|EY|AA fyayah
fyáû /fjeɪʊ/ F|Y|EY|UH fyayuu
fyéa /fjiːæ/ F|Y|IY|AE fyeeaa
fyée /fjiːɛ/ F|Y|IY|EH fyeeeh
fyéi /fjiːɪ/ F|Y|IY|IH fyeeih
fyéo /fjiːɒ/ F|Y|IY|AA fyeeo
fyéu /fjiːʌ/ F|Y|IY|AH fyeeuh
fyéá /fjiːeɪ/ F|Y|IY|EY fyeeay
fyéí /fjiːaɪ/ F|Y|IY|AY fyeeiy
fyéó /fjiːoʊ/ F|Y|IY|OW fyeeoh
fyéú /fjiːuː/ F|Y|IY|UW fyeeoo
fyéä /fjiːɔː/ F|Y|IY|AO fyeeaw
fyéë /fjiːɜː/ F|Y|IY|ER fyeeer
fyéö /fjiːɔɪ/ F|Y|IY|OY fyeeoi
fyéü /fjiːaʊ/ F|Y|IY|AW fyeeow
fyéâ /fjiːɑː/ F|Y|IY|AA fyeeah
fyéû /fjiːʊ/ F|Y|IY|UH fyeeuu
fyía /fjaɪæ/ F|Y|AY|AE fyiyaa
fyíe /fjaɪɛ/ F|Y|AY|EH fyiyeh
fyíi /fjaɪɪ/ F|Y|AY|IH fyiyih
fyío /fjaɪɒ/ F|Y|AY|AA fyiyo
fyíu /fjaɪʌ/ F|Y|AY|AH fyiyuh
fyíá /fjaɪeɪ/ F|Y|AY|EY fyiyay
fyíé /fjaɪiː/ F|Y|AY|IY fyiyee
fyíó /fjaɪoʊ/ F|Y|AY|OW fyiyoh
fyíú /fjaɪuː/ F|Y|AY|UW fyiyoo
fyíä /fjaɪɔː/ F|Y|AY|AO fyiyaw
